frameIndex,personId,x,y,width,height,confidence,x_projected,y_projected,color_flag,color_ratio
4195,6,545.8435505569881,393.903852073479,78.6794197296863,104.914982944007,0.879685580730438,27.883245,238.50232,0,0.0
4195,36,646.3115928130909,444.005885387807,58.0914332370357,113.337971335726,0.905046820640564,96.293686,259.9159,0,0.0
4195,52,930.331772445276,300.5143009163804,30.6711345000484,83.2360998383564,0.896605014801025,19.35515,13.114969,0,0.0
4195,22,792.1320044539121,414.042509882077,62.1386994122162,103.913029221766,0.914789378643036,104.81948,203.83638,0,0.0
4195,71,846.8900769223774,449.023020044845,46.4575404393567,117.247006724677,0.885751783847809,144.04472,224.31491,1,13.193403298350825
4195,85,450.6102793669447,447.4933453852421,66.9045790131673,111.032266748519,0.91522228717804,57.300247,300.25476,0,0.0
4195,87,565.7906926998629,529.833823807298,68.3478161016978,128.716791008625,0.92574679851532,139.0361,329.64835,0,0.0
4195,93,893.2322033277096,446.542606777539,50.3767208913072,120.863814505625,0.876466989517212,152.64749,212.852,1,4.3999999999999995
4195,96,1478.1291813513396,646.48771251977,50.9402765374195,168.326858474759,0.900090217590332,345.80347,255.79527,1,11.714285714285715
5094,6,641.9242225250642,365.34418486253503,44.7206384174766,102.615448079617,0.912231862545013,20.278936,187.53001,0,0.0
5094,71,811.2344005370684,379.7770258913281,47.9135208405068,97.7062211509591,0.914771616458893,78.52798,163.35275,0,0.0
5094,85,695.7004269107169,412.912054020865,51.2309336197439,110.1654403763,0.909852564334869,81.29666,223.48065,1,1.2477718360071302
5094,87,1003.9048024631566,369.3019767554294,47.7504326217032,96.7036619641324,0.925829231739044,118.778366,103.033516,1,4.166666666666666
5094,93,1155.824190654044,389.8029610797193,44.4673533179078,99.9361483494413,0.917800724506378,175.8278,92.8081,1,9.183673469387756
5094,96,1794.5714240013413,535.320920401984,50.6789661234024,136.457100709811,0.902601957321167,385.38577,121.39215,1,20.47058823529412
5094,105,787.3721721525015,339.230829432533,33.9656149396271,87.033593196451,0.89254754781723,28.024658,117.92667,0,0.0
5094,109,714.4092875389535,353.54507915834404,37.3112335614072,100.694800398658,0.908807277679443,25.411198,155.75606,1,18.91891891891892
5094,114,923.6592299172536,297.80030830870487,26.1444496912609,54.1912338595869,0.791760981082916,13.400694,9.995818,1,10.113960113960115
16663,153,916.7952842374318,299.1220550668476,36.2961047961417,83.5409943544776,0.837034702301025,13.14389,14.70475,0,0.0
16663,298,539.2731221062353,390.372761886767,75.9271160416666,102.917746071034,0.898658633232117,22.614042,236.70204,0,0.0
16663,339,555.8779697098406,493.603476521919,49.9066457790572,134.540991165869,0.877613484859467,114.07421,310.7212,0,0.0
16663,350,408.7544394069006,431.821465305548,51.5536017341252,102.609282655694,0.899268984794617,34.346256,297.45523,0,0.0
16663,364,933.9844432798516,401.27398369350897,32.943511047097,111.276576038599,0.84662926197052,128.41171,159.09131,1,8.920454545454545
16663,289,784.7121584683497,393.881003047452,43.5224877473793,105.026008396454,0.914138376712799,85.30298,185.08267,0,0.0
16663,366,1354.425158165653,607.727355497987,54.1945998081463,154.347546119497,0.903240621089935,315.3887,251.01332,1,10.606060606060606
16663,369,650.5202691535179,435.096668270334,47.7982453443638,116.778164550886,0.90574836730957,90.009964,251.99629,0,0.0
16663,374,887.6923170787647,466.114681638031,50.4766244067214,128.123505685495,0.926499247550964,164.30177,230.60837,1,14.656250000000002
21338,464,915.3865073072832,467.517857886314,46.3796755300687,132.143610979771,0.909248530864716,171.15114,226.42403,1,16.699604743083004
21338,298,663.9110172609255,362.2541526785937,47.8329174831152,97.2783948819557,0.884583950042725,22.359276,178.69594,0,0.0
21338,485,811.0619440899981,342.1101600264412,40.1177717014302,92.4413542586092,0.879053592681885,38.023144,115.632935,0,0.0
21338,488,948.8552653317644,417.333521688921,39.521883242583,119.423531753776,0.900728940963745,144.5914,173.05539,1,11.125597566275532
21338,490,822.9097386149517,378.571332464237,41.0204399604254,104.443436418878,0.916596531867981,80.317726,159.1742,0,0.0
21338,491,1524.1779226760978,564.7022547667609,59.8597279905156,144.478234729031,0.933933794498444,336.35898,194.28374,1,14.689265536723164
21338,493,719.4671631871073,406.1866132149462,48.8915788857547,99.4408787360172,0.92264324426651,80.84747,212.03024,0,0.0
21338,494,1028.4919263665415,369.3807331926726,54.2159859154833,99.8977283910326,0.916088104248047,125.43825,96.91343,1,8.465608465608465
33746,718,646.9787236532592,416.377686336389,45.5166883327664,119.313776893385,0.869544446468353,73.13793,236.91943,1,8.738229755178907
33746,753,1328.6494389065183,363.4887893356139,45.7303593541569,92.4952583031659,0.911656260490417,203.86505,9.159766,1,14.154589371980677
33746,755,860.2113667374863,797.3637522023139,79.6971070067066,198.638204133118,0.904594540596008,285.6242,394.87552,1,4.41120061373226
33746,760,830.616006616292,503.63874610414,48.121884964594,122.126370614368,0.903107583522797,174.88211,269.13184,0,0.0
33746,765,784.9232378841718,400.866595261232,31.9246874238257,110.156987894201,0.892066717147827,91.70132,192.3054,0,0.0
33746,736,1167.999443596321,424.4564825158416,64.3418912593819,97.4268597582136,0.94348418712616,202.2977,132.4832,0,0.0
33746,766,646.7612831135458,366.65025887434695,31.8180123003957,99.0650126174319,0.849113881587982,22.994862,187.8199,0,0.0
33746,768,1045.160889398166,367.498369230133,28.6763527814121,93.212851911924,0.882245123386383,128.24222,90.05687,0,0.15527950310559005
38721,781,677.1067760395234,363.08596679297847,49.644826115057,99.6313448261945,0.913466453552246,26.70209,176.43164,0,0.0
38721,824,914.8872343471048,384.571678613739,36.7252273980576,110.258235463613,0.909390449523926,109.34555,144.30049,1,21.06060606060606
38721,840,978.2377277262368,373.4667086756911,45.4941230153838,104.406966788873,0.918479025363922,115.753426,115.01006,0,0.08547008547008547
38721,842,1681.942985156021,539.768048054402,60.0143937728221,136.814887287595,0.921439230442047,362.54208,146.07573,1,11.27450980392157
38721,847,1214.5920608053425,425.358619036308,41.1467166027251,116.715051743003,0.89995926618576,214.20041,123.15287,1,14.297729184188393
38721,848,1325.530295456428,361.2127351854547,36.7859149447559,95.1210339179457,0.821712493896484,201.30853,6.200984,1,9.988179669030734
38721,849,791.2707211247821,340.07520393336245,38.6143738332002,89.2798060391984,0.897223174571991,30.126833,118.065285,0,0.0
38721,787,705.1056142677766,416.213244711326,42.0673092998251,107.46585475422,0.897296786308289,86.37715,224.49869,0,0.0
38721,851,822.1641558755161,375.910886618736,37.7494933293341,102.700127553551,0.902467429637909,77.51903,156.23303,0,0.0
47052,923,939.8157257776236,400.103514431352,45.3250918781794,105.593790006984,0.875159442424774,128.89577,156.44992,1,5.555555555555555
47052,947,409.9762109017362,437.718881320965,51.2224262800024,122.696849058285,0.903457999229431,40.046337,301.33765,0,0.0
47052,921,895.9413055505959,468.690525491215,59.8259086517177,124.491570131512,0.939382195472717,167.69284,231.11943,1,13.750683433570257
47052,856,685.8816898574618,427.440778526312,37.1183115688817,113.957265118312,0.915104568004608,91.55915,238.42844,0,0.0
47052,965,837.7738057581641,396.507087270132,46.1233690119203,101.898939081498,0.927733600139618,100.6865,175.80447,0,0.0
47052,967,918.3111435564116,298.6522652536343,30.9883160386792,81.9171783935863,0.885447919368744,12.945265,13.327313,0,0.0
47052,968,532.4534781362156,392.702415356874,68.3011251475352,105.991428955114,0.880666792392731,23.461796,240.34688,0,0.0
47052,969,549.9893621313424,493.229619023353,58.9751613838749,127.606043428367,0.888012290000916,112.659004,311.51886,0,0.0
47052,970,1412.566216187189,604.583008543626,65.3655345563178,156.946048625011,0.919682085514069,325.0696,240.1549,1,10.631163708086785
66353,968,578.5367447573275,383.8799616074489,69.166529608237,92.8984716241609,0.924978196620941,25.0962,221.72507,0,0.0
66353,1281,893.3878357977148,299.4348816025808,29.1436633797077,81.4929341168747,0.886787354946136,6.2888975,22.638233,0,0.0
66353,1294,506.1654382194716,455.003154976192,58.8912095703091,115.565488603764,0.914674818515778,75.237076,294.8804,0,0.0
66353,1304,714.4772811624553,433.286875355201,52.3669463013026,119.130079056359,0.856350898742676,102.777405,237.5653,1,13.233376792698825
66353,1314,838.4304738715994,465.476544338678,70.9178346216387,115.01224885849,0.904038965702057,153.30136,239.55832,1,2.681704260651629
66353,1321,706.2560798378946,514.7653369912871,71.2907524922173,136.715566796691,0.902954041957855,156.79865,297.7915,0,0.0
66353,1326,787.8137048402177,450.2877129573951,41.0654031486395,78.0895114839381,0.880481839179993,131.92924,237.09541,0,0.0
66353,1329,195.15075809027311,512.150724808448,72.1849631193562,115.945140163103,0.885512173175812,58.825726,380.68097,1,4.922027290448343
66353,1333,1800.1248775334195,632.361469510826,61.770461532759,161.844944774947,0.896176218986511,400.11865,199.31145,1,11.12704918032787
73546,1431,1238.927604446458,346.66357285769993,38.8892129132359,91.0393402490939,0.897122085094452,164.51605,5.3944626,0,0.0
73546,1434,1808.999717473288,515.795530862201,52.4009989556555,131.345639007549,0.905478060245514,385.17545,99.141075,1,17.662721893491124
73546,1409,995.9165722544432,367.8418579643075,57.1263801851446,85.4200002081805,0.918644309043884,115.29852,103.07532,1,2.172096908939014
73546,1424,1151.7586047863094,390.921108246639,35.2545441425391,98.780139685898,0.895288348197937,175.58846,95.27618,1,13.819241982507288
73546,1454,725.0141249964923,421.288008283185,41.5257418757726,116.020636977667,0.906938314437866,95.30608,224.89325,0,0.0
73546,1455,835.4157281229133,374.6707764621728,41.3561459331145,97.2345300481818,0.884441077709198,79.69497,151.55966,0,0.0
73546,1458,657.9624829868026,361.682716404446,56.5010102309251,100.250408876342,0.885653436183929,20.171654,179.49277,0,0.0
73546,1462,939.295847680022,379.154794226728,36.45176131463,105.403965646518,0.908049762248993,110.7371,131.83113,1,23.557692307692307
73546,1472,826.1960366558667,347.9153751345385,50.5345872369953,84.5590921866715,0.823709189891815,48.912106,119.66059,0,0.0
90929,1676,529.543908394459,399.39092782757,65.5635208478801,104.401387315746,0.801755905151367,29.72083,246.97966,1,1.6568047337278107
90929,1714,365.27804318705256,432.530482901181,61.0057238870191,121.652869518732,0.919597566127777,25.681818,306.43057,0,0.0
90929,1715,826.2405090013276,396.9958123540036,54.2950803969593,90.8296210457106,0.937417447566986,98.29294,178.9521,1,10.534979423868313
90929,1730,734.1949162462017,392.5254141330915,52.2072910979176,87.0083082193155,0.918294370174408,71.690384,195.14018,0,0.0
90929,1736,927.5274295039366,302.1785553892026,29.7124505297953,83.6662525287846,0.899271011352539,20.814304,17.15429,0,0.0
90929,1731,599.6282841603459,423.27634494045503,50.0559769659157,108.289036626642,0.894758641719818,68.54532,252.64038,0,0.0
90929,1751,1422.7073415615282,623.7466132489681,58.1891099814765,156.334953110039,0.900245666503906,331.38193,250.5054,1,15.053050397877984
90929,1755,545.7091509916971,492.476792769032,61.4091997426042,135.646648613068,0.911342918872833,111.298935,311.80853,0,0.0
90929,1761,542.9695505201494,393.446048727186,65.1443323281068,111.049482873744,0.836325526237488,26.726799,238.71489,1,1.5664335664335665
